participant_id	run_name	acq_date	num_vol	abs_rms_mean	rlt_rms_mean	outlier_pct	b0_snr_mean	dwi_cnr_mean	quality_score
5006	sub-5006_ses-5_acq-D1S16_dwi	1815-02-05	69	0.739178	0.756899	0.005085177	40.6785	2.21894	0.696752
5006	sub-5006_ses-5_acq-D2S13_dwi	1815-02-19	69	1.84766	0.490703	0.005593694	28.638	1.60285	-3.520296
5008	sub-5008_ses-5_acq-D1S18_dwi	1814-06-27	69	0.589676	0.695138	0.001779812	52.889	2.60132	2.525417
5008	sub-5008_ses-5_acq-D2S13_dwi	1814-07-18	69	0.506056	0.52989	0.002796847	47.678	2.57372	2.478668
5009	sub-5009_ses-5_acq-D2S21_dwi	1814-04-16	69	0.397503	0.357721	0.00661073	44.9494	2.11708	1.075614
5009	sub-5009_ses-5_acq-D3S13_dwi	1814-05-04	69	0.432596	0.363028	0.005085177	43.2942	1.92086	0.918337
5010	sub-5010_ses-5_acq-D1S8_dwi	1814-10-19	69	0.706581	0.653488	0.002542588	40.9048	3.06806	2.971761
5013	sub-5013_ses-5_acq-D2S13_dwi	1814-09-13	69	0.646509	0.636802	0.001779812	37.2735	2.08929	1.375837
5015	sub-5015_ses-5_acq-D1S17_dwi	1814-11-02	69	0.465146	0.520521	0.003051106	53.0095	2.64338	2.669048
5017	sub-5017_ses-5_acq-D1S13_dwi	1814-10-04	69	0.937242	0.677238	0.006864989	35.1597	1.84512	-0.924365
5023	sub-5023_ses-5_acq-D2S16_dwi	1814-05-02	69	0.583057	0.467826	0.007119247	34.0358	1.26975	-1.172803
5023	sub-5023_ses-5_acq-D3S16_dwi	1814-06-05	69	0.517158	0.566222	0.005339436	46.1121	2.14205	1.075748
5024	sub-5024_ses-5_acq-D2S21_dwi	1814-03-09	65	0.603283	0.68308	0	n/a	0.874709	-0.512932
5024	sub-5024_ses-5_acq-D3S11_dwi	1814-04-26	69	2.43203	1.09721	0.007373506	14.1533	0.751889	-7.0869
5025	sub-5025_ses-5_acq-D2S22_dwi	1814-10-28	65	0.652859	0.762958	0.002097902	n/a	0.893459	-1.043867
5028	sub-5028_ses-5_acq-D1S14_dwi	1815-01-23	69	0.675023	0.695811	0.011441648	39.7152	1.78929	-1.300302
5028	sub-5028_ses-5_acq-D2S13_dwi	1815-02-21	69	0.790094	0.741239	0.009153318	43.2577	1.31595	-2.049745
5029	sub-5029_ses-5_acq-D2S16_dwi	1815-01-18	69	0.7429	0.49724	0.009661836	30.9682	1.52146	-1.630458
5030	sub-5030_ses-5_acq-D2S13_dwi	1815-02-19	69	0.84686	0.31812	0.001017035	34.8417	1.92892	0.696114
5032	sub-5032_ses-5_acq-D2S21_dwi	1814-08-08	69	0.605493	0.702986	0.00228833	42.5614	2.31616	1.82066
5034	sub-5034_ses-5_acq-D2S18_dwi	1814-06-08	65	0.810343	0.889275	0.003962704	n/a	0.8842	-1.863916
5034	sub-5034_ses-5_acq-D3S9_dwi	1814-07-11	69	0.454672	0.425521	0.007373506	38.2113	2.04026	0.616482
5036	sub-5036_ses-5_acq-D2S15_dwi	1815-03-27	69	0.942133	0.800456	0.006356471	34.9119	1.53442	-1.438253
5039	sub-5039_ses-5_acq-D1S14_dwi	1814-09-20	69	0.759431	0.388827	0.003305365	29.9733	1.28239	-0.815213
5045	sub-5045_ses-5_acq-D2S15_dwi	1815-04-11	69	0.815126	0.711074	0.00228833	43.9616	2.26747	1.175731
5046	sub-5046_ses-5_acq-D1S14_dwi	1814-11-01	69	0.490548	0.634391	0.005593694	54.8141	2.82813	2.433137
5047	sub-5047_ses-5_acq-D1S8_dwi	1814-09-25	69	0.993081	0.844704	0.016526824	19.2228	1.31102	-4.129608
5049	sub-5049_ses-5_acq-D2S13_dwi	1814-07-24	69	0.446026	0.424916	0.004068141	48.3946	2.20648	1.65335
5051	sub-5051_ses-5_acq-D1S14_dwi	1815-01-13	69	0.813772	0.610843	0.001271294	39.1164	1.78705	0.45264
5054	sub-5054_ses-5_acq-D1S16_dwi	1814-11-12	69	0.598966	0.689519	0.003813883	51.2985	2.80062	2.466253
5054	sub-5054_ses-5_acq-D2S9_dwi	1814-11-19	69	0.415439	0.321443	0.003559624	50.421	2.51559	2.443643
5055	sub-5055_ses-5_acq-D1S12_dwi	1814-11-16	69	0.797578	0.678201	0.002034071	41.3801	2.78594	2.287896
5058	sub-5058_ses-5_acq-D2S16_dwi	1815-02-01	69	0.525665	0.448898	0.001779812	39.243	2.16203	1.834901
5060	sub-5060_ses-5_acq-D1S8_dwi	1814-06-07	69	0.563159	0.419488	0.003051106	41.0216	1.84256	0.84716
5070	sub-5070_ses-5_acq-D2S11_dwi	1814-08-13	69	0.870829	0.42878	0.001017035	34.6706	1.79019	0.362168
5071	sub-5071_ses-5_acq-D1S14_dwi	1814-10-17	69	0.639853	0.629351	0.002542588	31.9048	1.54692	0.174388
5074	sub-5074_ses-5_acq-D2S15_dwi	1815-03-17	69	0.417336	0.325144	0.007373506	45.5401	2.13865	0.906659
5075	sub-5075_ses-5_acq-D2S11_dwi	1814-10-15	69	0.76128	0.333466	0.002034071	32.3469	1.91753	0.68618
5077	sub-5077_ses-5_acq-D2S17_dwi	1814-08-29	69	0.757878	0.299721	0.005339436	40.5951	1.64619	-0.5245
5078	sub-5078_ses-5_acq-D2S20_dwi	1814-12-16	69	0.563515	0.375186	0.002034071	40.7727	3.51008	4.316754
5087	sub-5087_ses-5_acq-D1S13_dwi	1815-07-06	69	1.47074	0.669137	0.019832189	20.3978	0.945779	-6.785412
5090	sub-5090_ses-5_acq-D1S12_dwi	1814-10-20	69	0.422832	0.355914	0.002542588	52.2551	2.63312	2.866033
5091	sub-5091_ses-5_acq-D2S10_dwi	1815-09-03	69	1.042	0.397543	0.009407577	32.0035	1.35161	-2.693746
5094	sub-5094_ses-5_acq-D2S11_dwi	1814-10-29	69	0.628667	0.70669	0.005593694	50.3967	2.14615	0.738285
5095	sub-5095_ses-5_acq-D2S11_dwi	1815-05-29	69	0.486017	0.364985	0.003051106	50.9811	2.21291	1.773154
5099	sub-5099_ses-5_acq-D3S11_dwi	1815-03-19	69	0.435014	0.459155	0.005593694	47.6531	2.48012	1.898754
5100	sub-5100_ses-5_acq-D2S13_dwi	1815-02-24	69	0.571323	0.408504	0.007627765	36.745	1.65288	-0.499436
5102	sub-5102_ses-5_acq-D1S12_dwi	1815-08-23	69	0.641993	0.386703	0.003305365	38.8342	2.1687	1.224671
5105	sub-5105_ses-5_acq-D1S17_dwi	1815-04-06	69	0.4318	0.383948	0.002542588	44.209	1.87438	1.359902
5108	sub-5108_ses-5_acq-D2S11_dwi	1815-09-27	70	0.446293	0.534765	0.001503759	48.8254	1.55782	0.919986
5109	sub-5109_ses-5_acq-D2S11_dwi	1814-12-24	69	0.692389	0.61139	0.009661836	39.687	1.51753	-1.505666
5117	sub-5117_ses-5_acq-D2S11_dwi	1815-02-16	69	0.547062	0.380701	0.01093313	40.4324	1.83053	-0.778064
5118	sub-5118_ses-5_acq-D1S12_dwi	1815-09-09	69	0.555034	0.536167	0.005085177	51.3402	2.44975	1.630704
5121	sub-5121_ses-5_acq-D1S13_dwi	1815-08-01	69	0.543621	0.373364	0.004068141	41.5521	1.52664	0.068959
5123	sub-5123_ses-5_acq-D3S18_dwi	1815-10-02	70	0.44835	0.381299	0.011528822	42.8798	1.60649	-1.081207
